Number,Code,Unit,Goods,Normal Tariff,Preferential Tarrif,Unnamed: 6
,,,Single-phase:,,,
,,,Of a cooling capacity not exceeding 4 kW:,,,
,01F,No.,Containing difluoromethane (R 32),,,
,03B,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,05J,No.,Containing R-410A,,,
,07E,No.,Other,,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,,
,09A,No.,Containing difluoromethane (R 32),,,
,11C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,13K,No.,Containing R-410A,,,
,14H,No.,Other,,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,,
,22J,No.,Containing difluoromethane (R 32),,,
,23G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,24E,No.,Containing R-410A,,,
,26A,No.,Other,,,
,,,Of a cooling capacity exceeding 10 kW:,,,
,27K,No.,Containing difluoromethane (R 32),,,
,28H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,32F,No.,Containing R-410A,,,
,33D,No.,Other,,,
,,,Other:,,,
,,,Three-phase:,,,
,34B,No.,Containing difluoromethane (R 32),,,
,36J,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,37G,No.,Containing R-410A,,,
,70J,No.,Containing R407C,,,
,72E,No.,Containing R513A,,,
,74A,No.,Other,,,
,,,Other:,,,
,76H,No.,Containing difluoromethane (R 32),,,
,78D,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,80F,No.,Containing R-410A,,,
,86E,No.,Other,,,
,,,Other:,,,
,,,Single-phase:,,,
,88A,No.,Of cooling capacity not exceeding 4 kW,,,
,90C,No.,Of cooling capacity exceeding 4 kW but not exceeding 7 kW,,,
,92K,No.,Of cooling capacity exceeding 7 kW but not exceeding 10 kW,,,
,94F,No.,Of cooling capacity exceeding 10 kW,,,
,,,Other:,,,
,96B,No.,Three-phase,,,
,98J,No.,Other,,,
,,,"Air conditioning machines, comprising, etc.continued",,,
8415.20.00,,,"Of a kind used for persons, in motor vehicles",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Containing hydrofluorocarbons:,,,
,10C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,12K,No.,Containing R513A,,,
,17L,No.,Other,,,
,19G,No.,Other,,,
,,,Other:,,,
8415.81.00,,,Incorporating a refrigerating unit and a valve for reversal of the,,,
,,,cooling/heat cycle (reversible heat pumps),5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Containing hydrofluorocarbons:,,,
,,,Single-phase:,,,
,,,Of a cooling capacity not exceeding 4 kW:,,,
,01L,No.,Containing difluoromethane (R 32),,,
,03G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,05C,No.,Containing R-410A,,,
,07K,No.,Other,,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,,
,09F,No,Containing difluoromethane (R 32),,,
,11H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,12F,No.,Containing R-410A,,,
,22C,No.,Other,,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,,
,23A,No,Containing difluoromethane (R 32),,,
,24K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,26F,No.,Containing R-410A,,,
,27D,No.,Other,,,
,,,Of a cooling capacity exceeding 10 kW:,,,
,28B,No,Containing difluoromethane (R 32),,,
,32L,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,33J,No.,Containing R-410A,,,
,34G,No.,Other,,,
,,,Other:,,,
,,,Three-phase:,,,
,36C,No,Containing difluoromethane (R 32),,,
,37A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,38K,No.,Containing R-410A,,,
,40A,No.,Other,,,
,,,Other:,,,
,42H,No.,Containing difluoromethane (R 32),,,
,44D,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,46L,No.,Containing R-410A,,,
,47J,No.,Other,,,
,,,Other:,,,
,,,Single-phase:,,,
,48G,No.,Of a cooling capacity not exceeding 4 kW,,,
,50J,No.,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW,,,
,52E,No.,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW,,,
,53C,No.,Of a cooling capacity exceeding 10 kW,,,
,,,Other:,,,
,54A,No.,Three-phase,,,
,69K,No.,Other,,,
,,,"Air conditioning machines, comprising, etc.continued",,,
,,,Othercontinued,,,
8415.82.10,,,"Other, incorporating a refrigerating unit",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Containing hydrofluorocarbons:,,,
,,,Single-phase:,,,
,,,Of a cooling capacity not exceeding 4 kW:,,,
,01L,No.,Containing difluoromethane (R 32),,,
,03G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,05C,No.,Containing R-410A,,,
,07K,No.,Other,,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,,
,09F,No.,Containing difluoromethane (R 32),,,
,11H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,12F,No.,Containing R-410A,,,
,22C,No.,Other,,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,,
,23A,No.,Containing difluoromethane (R 32),,,
,24K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,26F,No.,Containing R-410A,,,
,27D,No.,Other,,,
,,,Of a cooling capacity exceeding 10 kW:,,,
,28B,No.,Containing difluoromethane (R 32),,,
,32L,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,33J,No.,Containing R-410A,,,
,34G,No.,Other,,,
,,,Other:,,,
,,,Three-phase:,,,
,36C,No.,Containing difluoromethane (R 32),,,
,37A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,38K,No.,Containing R-410A,,,
,48G,No.,Other,,,
,,,Other:,,,
,52E,No.,Containing difluoromethane (R 32),,,
,53C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,54A,No.,Containing R-410A,,,
,55K,No.,Other,,,
,,,Other:,,,
,,,Single-phase:,,,
,56H,No.,Of a cooling capacity not exceeding 4 kW,,,
,57F,No.,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW,,,
,58D,No.,Of a Of a cooling capacity exceeding 7 kW but not exceeding,,,
,,,10 kW,,,
,61D,No.,Of a cooling capacity exceeding 10 kW,,,
,,,Other:,,,
,65G,No.,Three-phase,,,
,69K,No.,Other,,,
8415.83.10,00G,No.,Not incorporating a refrigerating unit,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8415.90.00,,,Parts,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,,,Containing hydrofluorocarbons:,,,
,11G,No.,Containing difluoromethane (R 32),,,
,17F,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,21D,No.,Containing R-410A,,,
,25G,No.,Other,,,
,29K,.,Other,,,
84.16,,,"Furnace burners for liquid fuel, for pulverised solid fuel or for gas;",,,
,,,"mechanical stokers, including their mechanical grates, mechanical ash",,,
,,,dischargers and similar appliances:,,,
8416.10.00,00L,kg,Furnace burners for liquid fuel,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,,,"Furnace burners for liquid fuel, for pulverised solid, etc.continued",,,
8416.20.00,00D,kg,"Other furnace burners, including combination burners",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 5,
,,,,,1/2025 5,
8416.30.00,00H,kg,"Mechanical stokers, including their mechanical grates, mechanical ash",,,
,,,dischargers and similar appliances,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
8416.90.00,00K,.,Parts,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 5,
,,,,,1/2025 5,
84.17,,,"Industrial or laboratory furnaces and ovens, including incinerators,",,,
,,,non-electric:,,,
8417.1,,,"Furnaces and ovens for the roasting, melting or other heat-treatment of",,,
,,,"ores, pyrites or of metals:",,,
8417.10.01,00E,kg,Industrial,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8417.10.09,00F,kg,Laboratory,Free,Free,
8417.20.00,00B,kg,"Bakery ovens, including biscuit ovens",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8417.8,,,Other:,,,
8417.80.01,00L,kg,Industrial,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 5,
,,,,,1/2025 5,
8417.80.09,00A,kg,Laboratory,Free,Free,
8417.9,,,Parts:,,,
8417.90.01,00D,.,Of industrial furnaces and ovens,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8417.90.09,00E,.,Of laboratory furnaces and ovens,Free,Free,
84.18,,,"Refrigerators, freezers and other refrigerating or freezing equipment,",,,
,,,electric or other; heat pumps other than air conditioning machines of,,,
,,,heading 84.15:,,,
8418.10.01,,,"Combined refrigerator-freezers, fitted with separate external doors or",,,
,,,"drawers, or combinations thereof",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,Compression type:,,,
,,,Containing hydrofluorocarbons:,,,
,,,Less than 200 l gross internal capacity:,,,
,02K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,04F,No.,Other,,,
,,,200 l and over but less than 300 l gross internal capacity:,,,
,12G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,14C,No.,Other,,,
,,,300 l and over but less than 400 l gross internal capacity:,,,
,22D,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,24L,No.,Other,,,
,,,400 l and over but less than 500 l gross internal capacity:,,,
,32A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,34H,No.,Other,,,
,,,500 l and over gross internal capacity:,,,
,42J,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,44E,No.,Other,,,
,,,Other:,,,
,52F,No.,Less than 200 l gross internal capacity,,,
,54B,No.,200 l and over but less than 300 l gross internal capacity,,,
,56J,No.,300 l and over but less than 400 l gross internal capacity,,,
,58E,No.,400 l and over but less than 500 l gross internal capacity,,,
,60G,No.,500 l and over gross internal capacity,,,
,,,Absorption type,,,
,72L,No.,Electrical,,,
,74G,No.,Other,,,
,,,Other:,,,
,,,Containing hydrofluorocarbons:,,,
,82H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,84D,No.,Other,,,
,88G,No.,Other,,,
,,,"Refrigerators, household type:",,,
8418.21.00,,,Compression-type,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,,,Containing hydrofluorocarbons:,,,
,,,Less than 200 l gross internal capacity:,,,
,10B,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,11L,No.,Other,,,
,,,200 l and over but less than 300 l gross internal capacity:,,,
,13G,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,14E,No.,Other,,,
,,,300 l and over but less than 400 l gross internal capacity:,,,
,15C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,16A,No.,Other,,,
,,,400 l and over but less than 500 l gross internal capacity:,,,
,17K,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,18H,No.,Other,,,
,,,500 l and over gross internal capacity:,,,
,19F,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,20K,No.,Other,,,
,,,Other:,,,
,21H,No.,Less than 200 l gross internal capacity,,,
,23D,No.,200 l and over but less than 300 l gross internal capacity,,,
,25L,No.,300 l and over but less than 400 l gross internal capacity,,,
,27G,No.,400 l and over but less than 500 l gross internal capacity,,,
,29C,No.,500 l and over gross internal capacity,,,
8418.29.00,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,10J,No.,"Absorption-type, electrical",,,
,19B,No.,Other,,,
,,,"Refrigerators, freezers and other refrigerating, etc.continued",,,
8418.30.00,,,"Freezers of the chest type, not exceeding 800 l capacity",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Containing hydrofluorocarbons:,,,
,,,Less than 300 l gross internal capacity:,,,
,10A,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,15B,No.,Other,,,
,,,300 l and over gross internal capacity:,,,
,19E,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,20J,No.,Other,,,
,,,Other:,,,
,21G,No.,Less than 300 l gross internal capacity,,,
,29B,No.,300 l and over gross internal capacity,,,
8418.40.00,,,"Freezers of the upright type, not exceeding 900 l capacity",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Containing hydrofluorocarbons:,,,
,,,Less than 200 l gross internal capacity:,,,
,10E,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,15F,No.,Other,,,
,,,200 l and over gross internal capacity:,,,
,19J,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,20B,No.,Other,,,
,,,Other:,,,
,21L,No.,Less than 200 l gross internal capacity,,,
,29F,No.,200 l and over gross internal capacity,,,
8418.50.01,,,"Other furniture (chest, cabinets, display counters, show-cases and the like)",,,
,,,"for storage and display, incorporating refrigerating or freezing equipment",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,Incorporating refrigerating equipment:,,,
,,,Containing hydrofluorocarbons:,,,
,,,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134A):",,,
,02D,No.,Display cooling units,,,
,04L,No.,Other,,,
,,,Containing R-404A:,,,
,12A,No.,Display cooling units,,,
,14H,No.,Other,,,
,,,Other:,,,
,,,Containing R407F:,,,
,16D,No.,Display cooling units,,,
,18L,No.,Other,,,
,,,Other:,,,
,26A,No.,Display cooling units,,,
,28H,No.,Other,,,
,,,Other:,,,
,32F,No.,Display cooling units,,,
,34B,No.,Other,,,
,,,Incorporating freezing equipment:,,,
,,,Containing hydrofluorocarbons:,,,
,,,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134A):",,,
,42C,No.,Display freezing units,,,
,44K,No.,Other,,,
,,,Containing R-404A:,,,
,52L,No.,Display freezing units,,,
,54G,No.,Other,,,
,,,Other:,,,
,,,Containing R407F:,,,
,56C,No.,Display cooling units,,,
,58K,No.,Other,,,
,,,Other:,,,
,66L,No.,Display freezing units,,,
,68G,No.,Other,,,
,,,Other:,,,
,72E,No.,Display freezing units,,,
,74A,No.,Other,,,
,,,"Refrigerators, freezers and other refrigerating, etc.continued",,,
,,,Other refrigerating or freezing equipment; heat pumps:,,,
8418.61.00,,,Heat pumps other than air conditioning machines of heading 84.15,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Containing hydrofluorocarbons:,,,
,,,Single-phase:,,,
,,,Of a cooling capacity not exceeding 4 kW:,,,
,01H,No.,Containing difluoromethane (R 32),,,
,02F,No.,Containing R-410A,,,
,03D,No.,Other,,,
,,,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW:,,,
,04B,No.,Containing difluoromethane (R 32),,,
,05L,No.,Containing R-410A,,,
,06J,No.,Other,,,
,,,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW:,,,
,07G,No.,Containing difluoromethane (R 32),,,
,08E,No.,Containing R-410A,,,
,09C,No.,Other,,,
,,,Of a cooling capacity exceeding 10 kW:,,,
,16F,No.,Containing difluoromethane (R 32),,,
,18B,No.,Containing R-410A,,,
,22L,No.,Other,,,
,,,Other:,,,
,,,Three-phase:,,,
,24G,No.,Containing difluoromethane (R 32),,,
,25E,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,26C,No.,Containing R-410A,,,
,27A,No.,Other,,,
,,,Other:,,,
,34D,No.,Containing difluoromethane (R 32),,,
,36L,No.,Containing R-410A,,,
,38G,No.,Other,,,
,,,Other:,,,
,,,Single-phase:,,,
,42E,No.,Of a cooling capacity not exceeding 4 kW,,,
,44A,No.,Of a cooling capacity exceeding 4 kW but not exceeding 7 kW,,,
,46H,No.,Of a cooling capacity exceeding 7 kW but not exceeding 10 kW,,,
,47F,No.,Of a cooling capacity exceeding 10 kW,,,
,,,Other:,,,
,51D,No.,Three-phase,,,
,59K,No.,Other,,,
,,,"Refrigerators, freezers and other refrigerating, etc.continued",,,
,,,Other refrigerating or freezing equipment; heat pumpscontinued,,,
8418.69.00,,,Other 5,Free,,
,,,,*See Below,,
,,,,CA 1,,
,,,,RCEP 4,,
,,,,1/2025 3.7,,
,,,Ice cream- and other edible ice-making machines:,,,
,,,Containing hydrofluorocarbons:,,,
,15D,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,17L,No.,Containing R-404A,,,
,18J,No.,Containing R407F,,,
,20L,No.,Containing R448A or R449A,,,
,22G,No.,Other,,,
,24C,No.,Other,,,
,,,Refrigeration equipment suitable for use solely or principally with motor vehicles for the transport of,,,
,,,"goods; trailers and semi-trailers for the transport of goods; railway or tramway coaches, goods vans",,,
,,,and wagons for the transport of goods; marine vessels for the transport of goods:,,,
,,,Containing hydrofluorocarbons:,,,
,34L,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,36G,No.,Containing R-404A,,,
,38C,No.,Containing R407F,,,
,40E,No.,Containing R448A or R449A,,,
,42A,No.,Other,,,
,44H,No.,Other,,,
,,,Water coolers:,,,
,,,Containing hydrofluorocarbons:,,,
,,,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a):",,,
,64B,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a) not exceeding 200 grams",,,
,66J,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a) exceeding 200 grams",,,
,68E,No.,Containing R-410A,,,
,70G,No.,Containing R407F,,,
,72C,No.,Other,,,
,74K,No.,Other,,,
,,,Other:,,,
,,,Containing hydrofluorocarbons:,,,
,76F,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,84G,No.,Containing R-404A,,,
,86C,No.,Containing R407F,,,
,88K,No.,Containing R448A or R449A,,,
,90A,No.,Containing R452A,,,
,92H,No.,Other,,,
,96L,No.,Other,,,
,,,Parts:,,,
8418.91.00,00L,.,Furniture designed to receive refrigerating or freezing equipment 5,Free,,
,,,,*See Below,,
,,,,CA 1,,
8418.99.00,,,Other 5,Free,,
,,,,*See Below,,
,,,,CA 1,,
,,,,CPT Free,,
,,,,RCEP 3.5,,
,,,,1/2025 3,,
,,,Units:,,,
,,,Containing hydrofluorocarbons:,,,
,11B,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,31G,No.,Containing R-404A,,,
,32E,No.,Containing R407F,,,
,34A,No.,Containing R448A or R449A,,,
,36H,No.,Containing R452A,,,
,38D,No.,Other,,,
,40F,No.,Other,,,
,,,Evaporators and condensers:,,,
,,,Containing hydrofluorocarbons:,,,
,50C,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,52K,No.,Containing R-404A,,,
,54F,No.,Containing R407F,,,
,56B,No.,Containing R448A or R449A,,,
,58J,No.,Containing R452A,,,
,60L,No.,Other,,,
,62G,No.,Other,,,
,,,"Refrigerators, freezers and other refrigerating, etc.continued",,,
,,,Partscontinued,,,
,,,Othercontinued,,,
,,,Other:,,,
,,,Containing hydrofluorocarbons:,,,
,70H,No.,"Containing 1,1,1,2-Tetrafluoroethane (HFC-134a)",,,
,72D,No.,Containing R-404A,,,
,74L,No.,Containing R407F,,,
,76G,No.,Containing R448A or R449A,,,
,78C,No.,Containing R452A,,,
,80E,No.,Other,,,
,86D,.,Other,,,
84.19,,,"Machinery, plant or laboratory equipment, whether or not electrically",,,
,,,"heated (excluding furnaces, ovens and other equipment of heading",,,
,,,"85.14), for the treatment of materials by a process involving a change",,,
,,,"of temperature such as heating, cooking, roasting, distilling, rectifying,",,,
,,,"sterilising, pasteurising, steaming, drying, evaporating, vaporising,",,,
,,,"condensing or cooling, other than machinery or plant of a kind used",,,
,,,"for domestic purposes; instantaneous or storage water heaters,",,,
,,,non-electric:,,,
,,,"Instantaneous or storage water heaters, non-electric:",,,
8419.11,,,Instantaneous gas water heaters:,,,
8419.11.01,00F,No.,Domestic,Free,Free,
8419.11.09,00G,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8419.12.00,,,Solar water heaters,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,02L,No.,Of a capacity not exceeding 200 litres,,,
,05E,No.,Other,,,
8419.19.00,,,Other,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,04J,No.,Of a capacity not exceeding 200 litres,,,
,06E,No.,Other,,,
8419.20.00,00J,.,"Medical, surgical or laboratory sterilisers",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
,,,Dryers:,,,
8419.33.00,00F,.,"Lyophilisation apparatus, freeze drying units and spray dryers",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8419.34.00,00L,.,"Other, for agricultural products",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8419.35.00,00E,.,"Other, for wood, paper pulp, paper or paperboard",5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
8419.39.00,10L,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8419.40.00,00F,.,Distilling or rectifying plant,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,"Machinery, plant or laboratory equipment, etc.continued",,,
8419.5,,,Heat exchange units:,,,
8419.50.10,00E,.,Heat exchange units made of fluoropolymers and with inlet and,,,
,,,outlet tube bores with inside diameters measuring 3 cm or less,Free,Free,
8419.50.90,00J,.,Other,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 3.5,
,,,,,1/2025 3,
8419.60.00,00C,.,Machinery for liquefying air or other gases,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,,,,,RCEP 4,
,,,,,1/2025 3.7,
,,,"Other machinery, plant and equipment:",,,
8419.81.00,,,For making hot drinks or for cooking or heating food,5,Free,
,,,,,*See Below,
,,,,,CA 1,
,01C,.,Counter-type coffee-making machines,,,
,09J,.,Other,,,
8419.89,,,Other:,,,
8419.89.01,00H,.,Pasteurisers and dairy coolers,5,Free,
