StatisticalCode,Unit,Goods,Rate#,ReferenceNumber,Tariffconcessionorders
,,"Punching, notching or nibbling machines (excluding presses) for flat products including combined punching and shearing machines:",,8462.4,
41,No,Numerically controlled,Free,8462.42,
,,Other:,,8462.49,
42,No,Power operated,Free,8462.49.10,
43,No,Nibbling machines,Free,8462.49.20,
49,No,Other,5%,8462.49.90,
,,"Machines for working tube, pipe, hollow section and bar (excluding presses):",,8462.5,
51,No,Numerically controlled,Free,8462.51.00,
,,Other:,,8462.59,
58,No,Power operated,Free,8462.59.10,
59,No,Other,5%,8462.59.90,
,,Cold metal working presses:,,8462.6,
,,Hydraulic presses:,,8462.61,
61,No,Numerically controlled or power operated,Free,8462.61.10,
62,No,Other,5%,8462.61.90,
,,Mechanical presses:,,8462.62,
63,No,Numerically controlled or power operated,Free,8462.62.10,
64,No,Other,5%,8462.62.90,
,,Servopresses:,,8462.63,
65,No,Numerically controlled or power operated,Free,8462.63.10,
66,No,Other,Free,8462.63.90,
,,Other:,,8462.69,
67,No,Numerically controlled or power operated,Free,8462.69.10,
68,No,Other,5%,8462.69.90,
,,Other:,,8462.9,
90,No,Numerically controlled or power operated,Free,8462.90.10,
91,No,Other,5%,8462.90.90,
,,"OTHER MACHINE  TOOLS FOR WORKING METAL OR CERMETS, WITHOUT REMOVING MATERIAL:",,,
8,No,"Draw  benches for bars, tubes, profiles, wire or the like",Free,,
9,No,Thread rolling machines,Free,,
10,No,Machines for working wire,Free,,
12,No,Other,Free,,
,,"MACHINE  TOOLS FOR WORKING STONE, CERAMICS, CONCRETE, ASBESTOS  CEMENT OR LIKE MINERAL MATERIALS OR FOR COLD WORKING GLASS:",,,
10,..,Sawing machines,5%,8464.10.00,
20,..,Grinding or polishing machines,Free,8464.20.00,
90,..,Other,5%,8464.90.00,
,,"MACHINE  TOOLS (INCLUDING MACHINES FOR NAILING, STAPLING, GLUEING OR OTHERWISE ASSEMBLING) FOR WORKING WOOD, CORK, BONE, HARD RUBBER, HARD PLASTICS OR SIMILAR HARD MATERIALS:",,,
15,No,Machines which can carry out different types of machining operations without tool change between such operations,Free,8465.10.00,
,,Machining Centres:,,,
22,No,Machining centres that perform 2 or more of the following: bending;assembling;drilling;morticing;splitting;slicing;paring,Free,,
27,No,Machining centres that perform 2 or more of the following: sawing;planing;milling;moulding (by cutting);grinding;sanding;polishing,5%,,
28,No,Other,Free,,
,,Other:,,,
29,No,Sawing machines,5%,8465.91.00,
31,No,"Planing, milling or moulding (by cutting) machines",Free,8465.92.00,
32,No,"Grinding, sanding or polishing machines",Free,8465.93.00,
33,No,Bending or assembling machines,Free,,
36,No,Drilling or morticing machines,Free,,
37,No,"Splitting, slicing or paring machines",Free,,
39,No,Other,5%,8465.99.00,
,,"PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF 8456 TO 8465, INCLUDING WORK OR TOOL HOLDERS, SELF  OPENING DIEHEADS, DIVIDING HEADS AND OTHER SPECIAL ATTACHMENTS FOR THE MACHINES; TOOL HOLDERS FOR ANY TYPE OF TOOL FOR WORKING IN THE HAND:",,,
40,No,Tool holders and self  opening dieheads,Free,,
41,No,Work holders,Free,,
42,No,Dividing heads and other special attachments for machines,Free,,
,,Other:,,,
20,No,For machines of 8464,Free,,
30,No,For machines of 8465,5%,8466.92.00,
,,For machines of 8456 to 8461:,,,
34,No,For water  jet cutting machines,5%,,
35,No,Other,Free,,
41,No,For machines of 8462 or 8463,Free,,
,,"TOOLS FOR WORKING IN THE HAND, PNEUMATIC, HYDRAULIC OR WITH SELF  CONTAINED ELECTRIC OR NON  ELECTRIC MOTOR:",,,
,,Pneumatic:,,,
12,No,Rotary type (including combined rotary percussion),Free,,
,,Other,Free,,
6,No,"Staplers, tackers or nailers",,,
,,Other:,,,
,,Impact:,,,
7,No,Wrenches,,,
8,No,Other,,,
9,No,Other,,,
,,With self  contained electric motor:,,,
,,Drills of all kinds,Free,8467.21.00,
,,Rotary hammer drills:,,,
21,No,Having capacity for a drill bit not exceeding 13 mm in diameter,,,
22,No,Other,,,
,,Other:,,,
,,Battery powered drills:,,,
23,No,Having capacity for a drill bit not exceeding 13 mm in diameter,,,
24,No,Other,,,
25,No,Other,,,
,,Saws,Free,8467.22.00,
43,No,Circular saws,,,
44,No,Jigsaws,,,
48,No,Other,,,
,,Other,5%,8467.29.00,
50,No,"Blower, sweeper or vacuum",,,
51,No,Grinders,,,
52,No,Planers,,,
53,No,Routers,,,
,,Sanders and polishers:,,,
55,No,Orbital,,,
56,No,Other,,,
57,No,Screwdrivers,,,
58,No,"Garden edgers or trimmers, with line or blade head",,,
59,No,Other,,,
,,Other tools:,,,
10,No,Chain saws,Free,8467.81.00,
,,Other,Free,,
60,No,"Blower, sweeper or vacuum",,,
28,No,"Garden edgers or trimmers, with line or blade head",,,
68,No,Other,,,
,,Parts:,,,
69,..,Of chain saws,5%,8467.91.00,
14,..,Of pneumatic tools,Free,,
,,Other:,,,
71,..,"Of goods of 84672100, 84672200 or 84672900",5%,8467.99.10,
73,..,Other,Free,,
,,"MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF 8515; GAS  OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES:",,,
16,..,Hand  held blow pipes,Free,,
,,Other gas  operated machinery and apparatus:,,,
17,..,"For working metal, incorporating a computer control",Free,,
18,..,Other,5% DCS:4% DCT:5%,8468.20.90,
19,No,Other machinery and apparatus,5% DCS:4% DCT:5%,8468.80.00,
20,..,Parts,5% DCS:4% DCT:5%,8468.90.00,
,,"CALCULATING MACHINES AND POCKET  SIZE DATA RECORDING, REPRODUCING AND DISPLAYING MACHINES WITH CALCULATING FUNCTIONS; ACCOUNTING MACHINES, POSTAGE  FRANKING MACHINES, TICKET  ISSUING MACHINES AND SIMILAR MACHINES, INCORPORATING A CALCULATING DEVICE; CASH REGISTERS:",,,
,,"Electronic calculators capable of operation without an external source of electric power and pocket  size data recording, reproducing and displaying machines with calculating functions",Free,,
,,Calculating machines:,,,
,,Non  printing:,,,
40,No,With stored program,,,
41,No,Other,,,
46,No,Printing,,,
47,No,Other,,,
,,Other electronic calculating machines:,,,
7,No,Incorporating a printing device,Free,,
78,No,Other,Free,,
9,No,Other calculating machines,Free,,
11,No,Cash registers,Free,,
15,No,Other,Free,,
,,"AUTOMATIC DATA PROCESSING MACHINES AND UNITS THEREOF; MAGNETIC OR OPTICAL READERS, MACHINES FOR TRANSCRIBING DATA ONTO DATA MEDIA IN CODED FORM AND MACHINES FOR PROCESSING SUCH DATA, NOT ELSEWHERE SPECIFIED OR INCLUDED:",,,
,,"Portable automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",Free,,
,,"Laptops, notebooks, palmtops and tablets:",,,
31,No,Weighing not more than 1 kg,,,
35,No,Weighing more than 1 kg but not more than 2 kg,,,
36,No,Weighing more than 2 kg but not more than 3 kg,,,
34,No,Weighing more than 3kg but not more than 10kg,,,
90,No,Other,,,
,,Other automatic data processing machines:,,,
,,"Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",Free,,
22,No,Weighing not more than 1 kg,,,
23,No,Weighing more than 1 kg but not more than 2 kg,,,
24,No,Weighing more than 2 kg but not more than 5 kg,,,
25,No,Weighing more than 5 kg but not more than 8 kg,,,
26,No,Weighing more than 8 kg but not more than 12 kg,,,
27,No,Weighing more than 12 kg,,,
,,"Other, presented in the form of systems",Free,,
31,No,Weighing not more than 1 kg,,,
32,No,Weighing more than 1 kg but not more than 5 kg,,,
33,No,Weighing more than 5 kg,,,
,,"Processing units other than those of 84714100 or 84714900, whether or not containing in the same housing one or two of the following types of unit: storage units, input units, output units",Free,,
41,No,Weighing not more than 1 kg,,,
42,No,Weighing more than 1 kg but not more than 5 kg,,,
43,No,Weighing more than 5 kg but not more than 10 kg,,,
44,No,Weighing more than 10 kg but not more than 15 kg,,,
45,No,Weighing more than 15 kg,,,
,,"Input or output units, whether or not containing storage units in the same housing",Free,,
55,No,Keyboards,,,
91,No,Joystick/game pads,,,
92,No,Mouse/trackball,,,
,,Scanners:,,,
65,No,Weighing not more than 1 kg,,,
66,No,Weighing more than 1 kg but not more than 5 kg,,,
67,No,Weighing more than 5 kg,,,
,No,Other:,,,
87,No,Weighing not more than 500g,,,
88,No,Weighing more than 500g but not more than 1 kg,,,
94,No,Weighing more than 1 kg but not more than 5 kg,,,
97,No,Weighing more than 5 kg,,,
,,Storage units,Free,,
20,No,CD (Compact Disc) drives (including burners),,,
25,No,DVD (Digital Video Disc) drives (including burners),,,
74,No,Hard drives,,,
42,No,Tape drives,,,
,No,Other:,,,
51,No,Weighing not more than 500g,,,
52,No,Weighing more than 500g but not more than 1 kg,,,
53,No,Weighing more than 1 kg but not more than 5 kg,,,
54,No,Weighing more than 5 kg,,,
35,No,Other units of automatic data processing machines,Free,,
40,No,Other,Free,,
,,"OTHER OFFICE MACHINES (FOR EXAMPLE, HECTOGRAPH OR STENCIL DUPLICATING MACHINES, ADDRESSING MACHINES, AUTOMATIC BANKNOTE DISPENSERS, COIN  SORTING MACHINES, COIN  COUNTING OR WRAPPING MACHINES, PENCIL  SHARPENING MACHINES, PERFORATING OR STAPLING MACHINES):",,,
1,No,Duplicating machines,Free,,
81,..,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",Free,,
,,Other:,,,
5,No,Stapling machines,5% DCS:4% DCT:5%From 1 January 2017:3.75%From 1 July 2017:2.5%From 1 July 2018:1.25%From 1 July 2019:Free,,
9,No,Other,Free,,
,,"PARTS AND ACCESSORIES (OTHER THAN COVERS, CARRYING CASES AND THE LIKE) SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF 8470 TO 8472:",,,
,,Parts and accessories of the machines of 8470:,,,
64,..,"Of the electronic calculating machines of 84701000, 84702100 or 84702900",Free,,
,,Other,Free,,
53,..,Of cash  registers,,,
55,..,Other,,,
,,Parts and accessories of the machines of 8471,Free,,
,,Parts (excluding those of 9620):,,,
62,No,"Cards (including network, sound, video, IDE, SCSI, and other similar cards)",,,
68,No,Motherboards,,,
,,Other,,,
71,No,Weighing less than 1 kg,,,
72,No,Weighing 1 kg or more but less than 5 kg,,,
73,No,Weighing 5 kg or more,,,
86,No,Accessories (excluding those for 9620),,,
8,..,Parts and accessories of the machines of 8472,Free,,
46,..,Parts and accessories equally suitable for use with the machines of two or more of 8470 to 8472,Free,,
,,"MACHINERY FOR SORTING, SCREENING, SEPARATING, WASHING, CRUSHING, GRINDING, MIXING OR KNEADING EARTH, STONE, ORES OR OTHER MINERAL SUBSTANCES, IN SOLID (INCLUDING POWDER OR PASTE) FORM; MACHINERY FOR AGGLOMERATING, SHAPING OR MOULDING SOLID MINERAL FUELS, CERAMIC PASTE, UNHARDENED CEMENTS, PLASTERING MATERIALS OR OTHER MINERAL PRODUCTS IN POWDER OR PASTE FORM; MACHINES FOR FORMING FOUNDRY MOULDS OF SAND:",,,
22,No,"Sorting, screening, separating or washing machines",5% DCS:4% CA:Free DCT:5%,8474.10.00,
23,No,Crushing or grinding machines,5% DCS:4% DCT:5%,8474.20.00,
,,Mixing or kneading machines:,,8474.3,
24,No,Concrete or mortar mixers,5%,8474.31.00,
25,No,Machines for mixing mineral substances with bitumen,Free,8474.32.00,
26,No,Other,5% DCS:4% CA:Free DCT:5%,8474.39.00,
27,No,Other machinery,5% DCS:4% CA:Free DCT:5%,8474.80.00,
28,..,Parts,5% CA:Free,8474.90.00,
,,"MACHINES FOR ASSEMBLING ELECTRIC OR ELECTRONIC LAMPS, TUBES OR VALVES OR FLASH  BULBS, IN GLASS ENVELOPES; MACHINES FOR MANUFACTURING OR HOT WORKING GLASS OR GLASSWARE:",,,
29,No,"Machines for assembling electric or electronic lamps, tubes or valves or flash  bulbs, in glass envelopes",Free,,
,,Machines for manufacturing or hot working glass or glassware:,,,
52,No,Machines for making optical fibres and preforms thereof,Free,,
56,No,Other,Free,8475.29.00,
,,Parts:,,,
54,..,Of machines of 84752100,5% DCS:4% DCT:5%From 1 July 2018:2.5%From 1 July 2019:Free,,
57,..,Other,5% DCS:4% DCT:5%,8475.90.90,
,,"AUTOMATIC GOODS  VENDING MACHINES (FOR EXAMPLE, POSTAGE STAMP, CIGARETTE, FOOD OR BEVERAGE MACHINES), INCLUDING MONEY  CHANGING MACHINES:",,,
,,Automatic beverage  vending machines:,,,
29,No,Incorporating heating or refrigerating devices,Free,8476.21.00,
30,No,Other,5% DCS:4% DCT:5%,,
,,Other machines:,,,
31,No,Incorporating heating or refrigerating devices,Free,8476.81.00,
,,Other:,,,
32,No,Money  changing machines,5% DCS:4% DCT:5%From 1 July 2018:2.5%From 1 July 2019:Free,,
33,No,Other,5% DCS:4% DCT:5%,8476.89.90,
,,Parts:,,,
34,..,Of machines of 84768910,5% DCS:4% DCT:5%From 1 July 2018:2.5%From 1 July 2019:Free,,
35,..,Other,5% DCS:4% DCT:5%,8476.90.90,
,,"MACHINERY FOR WORKING RUBBER OR PLASTICS OR FOR THE MANUFACTURE OF PRODUCTS FROM THESE MATERIALS, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER:",,8477,
50,No,Injection  moulding machines,Free,8477.10.00,
20,No,Extruders,5% DCS:4% DCT:5%,8477.20.00,
21,No,Blow moulding machines,Free,8477.30.00,
25,No,Vacuum moulding machines and other thermoforming machines,5% DCS:4% DCT:5%,8477.40.00,
,,Other machinery for moulding or otherwise forming:,,8477.5,
8,No,For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,Free,8477.51.00,
90,No,Other,5% DCS:4% DCT:5%,8477.59.00,
23,No,Other machinery,5% DCS:4% DCT:5%,8477.80.00,
51,..,Parts,5% DCS:4% DCT:5%,8477.90.00,
,,"MACHINERY FOR PREPARING OR MAKING UP TOBACCO, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER:",,,
12,No,Machinery,Free,,
13,..,Parts,Free,,
,,"MACHINES AND MECHANICAL APPLIANCES HAVING INDIVIDUAL FUNCTIONS, NOT SPECIFIED OR INCLUDED ELSEWHERE IN THIS CHAPTER:",,,
14,No,"Machinery for public works, building or the like",5% DCS:4% DCT:5%,8479.10.00,
,,Machinery for the extraction or preparation of animal or fixed vegetable or microbial fats or oils:,,8479.2,
20,No,Machinery for the extraction or preparation of microbial fats or oils,5%,8479.20.10,
90,No,Other,Free,8479.20.90,
16,No,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,Free,,
17,No,Rope or cable  making machines,Free,,
,,"Industrial robots, not elsewhere specified or included:",,,
33,No,Of a kind used for treating metal,Free,,
34,No,"Of a kind used for mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring",5% DCS:4% DCT:5%,,
50,No,Other,5%,8479.50.90,
36,No,Evaporative air coolers,Free,8479.60.00,
,,Passenger boarding bridges:,,,
23,No,Of a kind used in airports,Free,8479.71.00,
24,No,Other,5%,,
,,Other machines and mechanical appliances:,,,
16,No,"For treating metal, including electric wire coil  winders",Free,,
38,No,"Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",5% DCS:4% DCT:5%,8479.82.00,
,,Cold isostatic presses:,,8479.83,
1,No,"For treating metal, including electric wire coilwinders",Free,8479.83.10,
90,..,Other,5%,8479.83.90,
,,Other:,,8479.89,
20,No,"Gas  operated machinery and apparatus for cutting metal, incorporating a computer control",Free,,
21,No,Automated electronic component placement machines of a kind used solely or principally for the manufacture of printed circuit assemblies,5%From 1 July 2018:3.75%From 1 July 2019:Free,,
22,No,Plasma cleaner machines that remove organic contaminants from electron microscopy specimens and specimen holders,5%From 1 July 2018:3.75%From 1 July 2019:Free,,
91,..,Other,5%,8479.89.90,
,,Parts:,,,
24,..,Of machines of 84798920,5%From 1 July 2018:3.75%From 1 July 2019:Free,,
26,..,Other,5%,8479.90.90,
,,"MOULDING BOXES FOR METAL FOUNDRY; MOULD BASES; MOULDING PATTERNS; MOULDS FOR METAL (OTHER THAN INGOT MOULDS), METAL CARBIDES, GLASS, MINERAL MATERIALS, RUBBER OR PLASTICS:",,,
1,..,Moulding boxes for metal foundry,Free,,
2,..,Mould bases,Free,,
3,..,Moulding patterns,5% DCS:4% DCT:5%,,
,,Moulds for metal or metal carbides:,,,
4,..,Injection or compression types,5% DCS:4% DCT:5%,,
5,..,Other,5% DCS:4% DCT:5%,8480.49.00,
6,..,Moulds for glass,Free,8480.50.00,
7,..,Moulds for mineral materials,5% DCS:4% DCT:5%,8480.60.00,
,,Moulds for rubber or plastics:,,8480.7,
10,..,Injection or compression types,5% DCS:4% DCT:5%,8480.71.00,
9,..,Other,5% DCS:4% DCT:5%,8480.79.00,
,,"TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE, INCLUDING PRESSURE  REDUCING VALVES AND THERMO  STATICALLY CONTROLLED VALVES:",,,
10,No,Pressure  reducing valves,5%,8481.10.00,
11,No,Valves for oleohydraulic or pneumatic transmissions,5%,8481.20.00,
12,No,Check (nonreturn) valves,5%,8481.30.00,
13,No,Safety or relief valves,5%,8481.40.00,
,,Other appliances:,,,
14,No,Hydraulic control valves specially designed for use in agricultural tractors for the operation of agricultural implements,Free,,
,,Other,5%,8481.80.90,
,,"Valves, NSA:",,,
18,No,"Designed for the automatic control of temperature, humidity, pressure, vacuum or rate of flow",,,
,,Other:,,,
37,No,Gate valves,,,
38,No,Butterfly valves,,,
39,No,Globe valves,,,
40,No,Ball valves,,,
43,No,Pneumatic control valves,,,
44,No,Regulating valves,,,
45,No,Instrumentation valves,,,
55,No,Other,,,
57,No,Other,,,
,,Parts:,,,
21,..,For appliances of 84818010,Free,,
59,..,Other,5%,8481.90.90,
,,BALL OR ROLLER BEARINGS:,,,
,,Ball bearings:,,,
,,Of a kind used as components in passenger motor vehicles,5% CA:Free,8482.10.10,
47,No,Ground,,,
48,No,Unground,,,
,,Other,5% CA:Free,8482.10.90,
49,No,Ground,,,
50,No,Unground,,,
,,"Tapered roller bearings, including cone and tapered roller assemblies:",,,
51,No,Of a kind used as components in passenger motor vehicles,5% CA:Free,8482.20.10,
52,No,Other,5% CA:Free,8482.20.90,
26,No,Spherical roller bearings,5% DCS:4% CA:Free DCT:5%,,
,,"Needle roller bearings, including cage and needle roller assemblies:",,,
,,"For propeller shaft universal joints of a kind used with vehicles of 87012100, 87012200, 87012300, 87012400, 87012900, 8702, 8703, 8704 or 8705:",,,
53,No,Of a kind used as components in passenger motor vehicles,5% CA:Free,,
54,No,Other,5% CA:Free,,
28,No,Other,5% DCS:4% CA:Free DCT:5%,8482.40.90,
29,No,"Other cylindrical roller bearings, including cage and roller assemblies",5% DCS:4% CA:Free DCT:5%,,
30,..,"Other, including combined ball/roller bearings",5% DCS:4% CA:Free DCT:5%,8482.80.00,
,,Parts:,,,
,,"Balls, needles and rollers:",,8482.91,
51,..,Of a kind used as components in passenger motor vehicles,5% CA:Free,,
52,..,Other,5% CA:Free,8482.91.90,
,,Other:,,8482.99,
53,..,Of a kind used as components in passenger motor vehicles,5% CA:Free,8482.99.10,
54,..,Other,5% CA:Free,8482.99.90,
,,"TRANSMISSION SHAFTS (INCLUDING CAM SHAFTS AND CRANK SHAFTS) AND CRANKS; BEARING HOUSINGS AND PLAIN SHAFT BEARINGS; GEARS AND GEARING; BALL OR ROLLER SCREWS; GEAR BOXES AND OTHER SPEED CHANGERS, INCLUDING TORQUE CONVERTERS; FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS; CLUTCHES AND SHAFT COUPLINGS (INCLUDING UNIVERSAL JOINTS):",,,
