"Chapter","Page","Item","Description","Unit","Custom Fee","VAT","Product Type","Agreement details"
"60","3","""6005230000""","Of cotton:-- Of yarns of different colours","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005240000""","Of cotton:-- Printed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005350000""","Warp Knit Fabrics Specified In Subheading Note 1, Of Synthetic Fibers","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005360000""","Of synthetic fibres:-- Unbleached or bleached","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005370000""","Of synthetic fibres:-- Dyed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005380000""","Of synthetic fibres:-- Of yarns of different colours","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005390000""","Of synthetic fibres:-- Printed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","3","""6005410000""","Of artificial fibres:-- Unbleached or bleached","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6005420000""","Of artificial fibres:-- Dyed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6005430000""","Of artificial fibres:-- Of yarns of different colours","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6005440000""","Of artificial fibres:-- Printed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6005900000""","Other Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04.","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6006100000""","- of wool or Fine Animal hair","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6006210000""","Of cotton:-- Unbleached or bleached","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6006220000""","Of cotton:-- Dyed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"60","4","""6006230000""","Of cotton:-- Of yarns of different colours","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6006240000""","Of cotton:-- Printed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","4","""6006310000""","Of synthetic fibres:-- Unbleached or bleached","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006320000""","Of synthetic fibres:-- Dyed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"60","5","""6006330000""","Of synthetic fibres:-- Of yarns of different colours","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006340000""","Of synthetic fibres:-- Printed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006410000""","Of artificial fibres:-- Unbleached or bleached","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006420000""","Of artificial fibres:-- Dyed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006430000""","Of artificial fibres:-- Of yarns of different colours","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006440000""","-- Printed","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"60","5","""6006900000""","Other knitted or crocheted fabrics.- Other","Kg Net","10%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 12.5% reduction per year since the entry into force of the Convention."
"61","1","""6101200000""","- of cotton","Numrical","40%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"61","1","""6101300000""","- of man-made fibres","Numrical","40%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"61","1","""6101900000""","- of Other textile materials","Numrical","40%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
"61","1","""6102100000""","- of wool or Fine Animal hair","Numrical","40%","VAT...14% from the value + customs fees","Non- Durable Consumption goods","Egypt – EU Association Agreement: Full exemption from customs fees | Mercosur: 10% reduction per year since the entry into force of the Convention."
